date,year,paper,paper_url,relation,summary,source_title
2026-06-24,2026,MD Decoupling,https://arxiv.org/abs/2606.25971,weak,"Magnitude-Direction Decoupling holds each weight direction on a fixed-norm sphere while Adam-updated row and column gains learn scale at a separate rate, keeping one fused tensor and supporting any normalized base optimizer. Its MuonMD instantiation transfers matrix learning rates across width and reaches AdamW’s MoE loss with 2.01 times less compute, versus Muon’s 1.55 times; Muon is thus host and baseline, while scaling rules are partly heuristic and evaluation covers pretraining loss rather than downstream quality.",Improving Neural Network Training by Decoupling the Magnitude and Direction of Weight Vectors
2026-06-22,2026,AdamW Heavy-Tailed Open Problem,https://arxiv.org/abs/2606.23676,weak,"This position paper asks whether AdamW can match the sharp O(T^{-(p-1)/(3p-2)}) rate of sign-based methods under finite-p-moment gradient noise. It proves the target rate only for a weighted stationarity metric and constructs a long-denominator-memory corridor where rare outliers hide large gradients, but neither resolves the open problem nor provides experiments; Muon and Lion are adjacent comparison targets whose existing heavy-tail guarantees motivate the question, not methods analyzed here.",Open Problem: Is AdamW Effective Under Heavy-Tailed Noise?
2026-06-14,2026,Schattor,https://arxiv.org/abs/2606.15702,weak,"Schattor defines momentum methods from Schatten-p ball or squared-regularization oracles, continuously interpolating SGD’s Frobenius update at p=2 and Muon’s equal-singular-value polar direction at p=infinity. New Schatten martingale inequalities yield dimension-free stochastic stationarity bounds and extend to heterogeneous blocks through smoothness-weighted mixed norms; Muon is therefore an endpoint theoretical example, while the paper offers no neural experiments and assumes matched Sp-Sq smoothness plus unbiased bounded-covariance gradients.",Schattor: Schatten-family methods for deep learning optimization
2026-06-13,2026,When to use Schatten-p Norm,https://arxiv.org/abs/2606.15268,weak,"Extending SODA with p-uniformly convex references, this theory derives noise-robust acceleration and the batch rule Bp proportional to N^{2(p-1)/(3p-2)}, showing that smaller Schatten p can beat p=infinity once oracle budget exceeds effective rank—even under spectral-norm smoothness. Muon is the p=infinity endpoint whose large-batch, warmup-free behavior the bounds rationalize; Chinchilla scaling falls in the predicted smaller-p regime, but conclusions use worst-case norm conversions and receive no new empirical validation.",When to use what Schatten-$p$ norm in deep learning?
2026-06-12,2026,ZO Parameter-free LMO,https://arxiv.org/abs/2606.14970,weak,"AdaNAGED makes zeroth-order LMO fine-tuning parameter-free by estimating local smoothness from shared-direction finite differences at consecutive iterates and jointly adapting step and smoothing radius; convex theory retains O(1/epsilon^2) dependence. Its Newton-Schulz spectral instance, AdaMuGED, is Muon-like rather than standard Muon and scores 0.908 on OPT-1.3B SST-2, below tuned ZO-Muon’s 0.921; evidence is one task/model and guarantees assume smooth, Lipschitz convex objectives.",Zero-order Parameter-free Optimization for LMO-based Methods: Novel Approach for Efficient Fine-tuning
2026-06-12,2026,Zeta,https://arxiv.org/abs/2606.14187,weak,"Zeta first divides momentum entries by running second moments, then applies Muon-style Newton-Schulz spectral whitening, arguing that coordinate whitening reduces conditioning and orthogonalization error under diagonal-covariance and condition-number assumptions. Across 0.6B–8B dense/MoE pretraining, Zeta reaches AdamW-matched loss 1.67× faster at 1.7B and 1.25× at 8B, ahead of Muon’s 1.52× and 1.19×; Muon is baseline and parent method, while theory ignores off-diagonal covariance and scaling beyond 8B is untested.",Zeta: Dual Whitening for Matrix Optimization via Coordinate-Adaptive Preconditioning
2026-06-11,2026,Different Layers Different Manifolds,https://arxiv.org/abs/2606.13276,weak,"Testing five module-wise Manifold Muon assignments in 124M GPT-2 pretraining, this study finds Stiefel constraints on attention and weaker DGram constraints on MLPs yield the best stable validation loss, 3.3544; both tested DGram-attention assignments become unstable as singular values grow and attention softmax saturates. Muon supplies the base update and unconstrained baseline, while the evidence is one seed/model and untuned scale control or learning rates might stabilize DGram attention.","Different Layers, Different Manifolds: Module-Wise Weight-Space Geometry in Transformer Optimization"
2026-06-09,2026,Overcoming Rank Collapse in Feedback Alignment,https://arxiv.org/abs/2606.11123,weak,"Diagnosing feedback alignment’s failure in deep CNNs, this study finds its gradients and trajectories collapse into low-effective-rank subspaces, then restores useful directions with Muon’s spectral flattening and batch normalization. On CIFAR-100 ResNet-18, Muon plus BN raises feedback-alignment accuracy from 1.4% to 46.1%, though still below BP+BN’s 76.8%; Muon is a central mechanistic intervention rather than a new method, tested with only two seeds and not itself biologically plausible.",Overcoming Rank Collapse in Feedback Alignment
2026-06-04,2026,PC Layer,https://arxiv.org/abs/2606.06470,weak,"PC Layer inserts low-degree odd polynomials into selected Llama weight paths to lift small singular values and softly condition weights; it can be folded into trained weights, adding no inference cost, and deep-linear analysis links bounded layer conditioning to geometric convergence. At 1B, PC reaches matched loss 2× faster with AdamW and 1.13× with Muon, where Muon is a compatible base optimizer; experiments cover only 271M/1B Llama and require optimizer-specific PC strength.",PC Layer: Polynomial Weight Preconditioning for Improving LLM Pre-Training
2026-06-04,2026,Double Preconditioning,https://arxiv.org/abs/2606.06418,weak,"DoPr right-preconditions each layer gradient by an activation-covariance inverse before applying a conventional gradient preconditioner, aiming for affine-invariant, more uniform feature learning under autoregressive or control test-time feedback. Across control, robot imitation, 3B math SFT, and image generation it improves rollout metrics even when loss does not; Muon is one interchangeable base preconditioner and DoPr-Muon comparison, while the wrapper adds roughly 25% wall time, quadratic state, damping sensitivity, and currently lacks parameter sharding.","Double Preconditioning (DoPr): Optimization for Test-Time Performance, not Validation Loss"
2026-06-03,2026,Low-Rank Decay,https://arxiv.org/abs/2606.04405,weak,"Low-Rank Decay replaces radial L2 shrinkage on scale-invariant Transformer weights with a nuclear-norm-like polar-factor step, approximated by Newton-Schulz, so small singular values keep collapsing after task gradients vanish. On one modular-addition setup, it reaches >95% test accuracy within 3,000 steps and drops Q/K stable rank from about 35 to 3; Muon is not evaluated—the only connection is the shared polar primitive—and the preliminary, single-task, non-multiseed evidence does not establish rank collapse as causal.",Low-Rank Decay for Grokking in Scale-Invariant Transformers: A Spectral-Geometric View
2026-06-02,2026,Ultralytics YOLO26,https://arxiv.org/abs/2606.03748,weak,"YOLO26 combines a dual-head NMS-free detector, DFL-free regression, Progressive Loss, and small-target-aware assignment across five scales and multiple vision tasks. Muon is one optimizer component inside MuSGD, a weighted Muon/SGD-momentum mixture for matrix weights with SGD on 1D parameters; a controlled COCO ablation reaches 47.4 mAP in 500 epochs versus SGD’s 47.0 in 600, though the optimizer gain is modest relative to the full stack and evaluation remains COCO-centric.",Ultralytics YOLO26: Unified Real-Time End-to-End Vision Models
2026-06-02,2026,Exact Equivariance Through Training,https://arxiv.org/abs/2606.03003,weak,"An orthogonally equivariant encoder–predictor makes relative prediction error exactly constant over a symmetry orbit, and composition with an equivariant planner extends the guarantee to rollouts and closed-loop control; SO(2), SO(3), and SE(3) tests reach floating-point precision while non-equivariant controls degrade sharply. Muon appears only in a Muon/AdamW training recipe: Adam and SGD preserve the same intrinsic intertwiner parametrization, so the result is optimizer-agnostic and transports existing error rather than reducing it.","Exact equivariance, kept through training, buys zero-shot generalisation across the symmetry group"
2026-06-01,2026,WALL-WM,https://arxiv.org/abs/2606.01955,weak,"WALL-WM makes semantic action events, rather than fixed control chunks, the unit of joint video–language–action pretraining, then supports variable-length event rollout or VLM-guided fixed chunks; real-robot generalization Task Progress reaches 53.75 versus 28.5 for the strongest cited baseline. Muon is a large-scale training component implemented as sharding-aware DMuon with owner scheduling, reduce/broadcast overlap, and symmetric kernels; the event/view ablation is combined, platform-aligned pretraining favors the authors’ system, and dexterous scores remain low.",WALL-WM: Carving World Action Modeling at the Event Joints
2026-05-30,2026,Exploiting Weight-Space Symmetries for Approximating Curvature,https://arxiv.org/abs/2606.00442,weak,"Symo estimates curvature from one gradient by analytically averaging its transformations over a user-selected weight-space symmetry group; the resulting commutant-algebra factors trade orbit locality against storage and inversion cost. Restricted signed-permutation choices recover Shampoo/Muon updates, and MNIST autoencoder plus 10M nanoGPT curves nearly overlap Muon while beating Adam, making Muon a special case and validation target; the Taylor approximation, Hessian-eigenvector connection, and behavior beyond small models lack formal guarantees.",Exploiting weight-space symmetries for approximating curvature
2026-05-29,2026,Mellum2 Technical Report,https://arxiv.org/abs/2605.31268,weak,"Mellum 2 is an open 12B/2.5B-active coding MoE combining sparse experts, mostly sliding-window attention, an MTP draft head, a 10.65T-token curriculum, 128K extension, and SFT/RL variants. Muon is a production pretraining component rather than the model’s novelty: 105B-token controls show Moonlight-scaled distributed Muon improves dense and MoE validation loss by about 2.5% versus AdamW, while default scaling diverges on dense 7B, so stability depends materially on the Muon scale configuration.",Mellum2 Technical Report
2026-05-29,2026,MoE Depth Scaling and Muon,https://openreview.net/forum?id=2PAe0L8PME,weak,"The paper links MoE routing balance at initialization to hidden-state diversity and argues that 1/√L residual depth scaling prevents representation collapse, thereby spreading random-router selections more evenly. Muon is a second core mechanism: under full-row-rank conditions its orthogonalized router update gives expert rows equal norms and decorrelated directions, and toy MoE pretraining preserves balance better than AdamW; it does not enforce balanced assignments, and evidence stops well short of production-scale MoE training.",Depth scaling and Muon enable balanced expert usage in MoE training
2026-05-29,2026,Rank-One Potential Geometry,https://openreview.net/forum?id=6SItNX4vnH,weak,"A rank-one orthonormal decomposition of momentum with an ℓ1-type coefficient potential places SGD, Lion, and Muon in one Lion-K/Lyapunov geometry, then extends the analysis to explicitly time-dependent potentials. Muon is a covered special case and auxiliary comparison, while the proposed ROBN resamples its orthogonal basis over time; ViT-B/16 on ImageNet-1K trains stably and beats tuned AdamW, but the empirical claim rests on one architecture and dataset rather than broad optimizer comparisons.",Rank-One Potential Geometry for Normalized Optimizers
2026-05-29,2026,Normalized Momentum at EoS,https://openreview.net/forum?id=SLrFbLmJXe,weak,"For normalized steepest descent at the Edge of Stability, momentum filters the oscillating sharp-direction component so a stable progress direction dominates the unit-norm update; a two-dimensional quadratic proves the mechanism, and momentum becomes essential for the sign-based variant. Muon is a motivating spectral member of the NSD-with-momentum family and receives an appendix ablation on the same full-batch teacher–student MLP, where momentum lowers loss and delays instability; no Muon-specific theorem, stochastic study, or large-model validation is provided.",Momentum Acceleration of Normalized Steepest Descent at the Edge of Stability
2026-05-29,2026,Polyak Momentum Limits,https://openreview.net/forum?id=by4RD1Gkrn,weak,"Worst-case lower bounds show that standard averaged or best-iterate gradient-norm metrics can rank heavy-ball methods worse than their non-momentum counterparts, with the separation worsening as β approaches one despite momentum’s practical benefit. Muon is a direct theoretical case: diagonal matrix instances reduce it to Signum, transferring the lower bound in nuclear-gradient norm; CIFAR-10 illustrates the theory–practice mismatch, but the constructions are deliberately worst-case and provide no positive explanation for deep-learning acceleration.",Understanding Polyak's Momentum in Deep Learning May Require Rethinking Non-Convex Optimization
2026-05-29,2026,Mean-field Normalized Descent,https://openreview.net/forum?id=zs7KEqblSv,weak,"The paper formulates normalized steepest descent for two-layer mean-field neural networks as a linear-minimization-oracle flow in Wasserstein space, proving global convergence and finite-time arrival for normalized dynamics, then non-asymptotic guarantees for finite-particle, discrete, Langevin, and adaptive-LMO schemes. Muon is a motivating spectral-norm instance of the general geometry rather than an evaluated algorithm; the results concern idealized mean-field models and exact oracles, without momentum, Newton–Schulz approximation, or large-network experiments.",On the Mean-field Analysis of Normalized Steepest Descent via Linear Minimization Oracles
2026-05-28,2026,On the Optimizer Dependence of Neural Scaling Laws,https://arxiv.org/abs/2605.29387,weak,"In random-feature regression, optimizer preconditioning changes the fitted model-size loss exponent, not merely a constant: at language-like spectral decay, full natural gradient gives α≈0.31 versus GD’s 0.12, and a matrix-sign proxy shows similar trends across 2,400 controlled runs. Muon is represented only by the idealized preconditioner (FᵀF)⁻¹ᐟ² and contextualized against published results; the mechanism is an informal spectral heuristic, with no feature learning, actual Newton–Schulz updates, wall-clock accounting, or LLM-scale validation.",On the Optimizer Dependence of Neural Scaling Laws
2026-05-27,2026,Parallax,https://arxiv.org/abs/2605.29157,weak,"Parallax replaces Local Linear Attention’s per-token regression solve with a learned query-like probe of KV covariance and supplies a streaming decode kernel that matches or beats FlashAttention 2/3; 0.6B and 1.7B pretraining shows parameter- and compute-matched perplexity gains. Muon is an enabling optimizer rather than a baseline footnote: it opens the correction gate and preserves probe-circuit rank, whereas Parallax is roughly tied with softmax attention under AdamW; the mechanism remains unexplained and scaling stops at 1.7B.",Parallax: Parameterized Local Linear Attention for Language Modeling
2026-05-27,2026,Transformer-ZSL-Muon MIMO,https://www.nature.com/articles/s41598-025-33791-0,weak,"The paper combines a Transformer encoder, semantic zero-shot projection, and a training rule it calls Muon for MIMO channel estimation, reporting 22–30% lower MSE than Transformer-ZSL at middle and high SNR and robustness to unseen fading and pilot sparsity. Muon is therefore a claimed core component, not merely a comparator; however, its description emphasizes dynamic learning rates, curvature, and adaptive regularization rather than standard momentum orthogonalization, making implementation and attribution unclear alongside higher compute and simulation-only evaluation.",A hybrid transformer–zero-shot learning framework with Muon optimization for intelligent channel estimation in MIMO wireless systems
2026-05-26,2026,How the Optimizer Shapes Learned Solutions in Equivariant Neural Networks,https://arxiv.org/abs/2605.27662,weak,"Across EGNN, PointNet, and DGCNN on ModelNet40 and its corruption suite, replacing Adam with Muon improves clean accuracy by 1.96–5.17 points and corrupted accuracy by 2.58–4.36 points; Muon checkpoints also show higher stable/effective representation rank and larger Hessian summaries but visually more regular local basins. Here Muon is the main experimental intervention, not a derived method, and molecular results are less consistent; the four-seed, small-scale study is descriptive rather than causal or theoretical.",How the Optimizer Shapes Learned Solutions in Equivariant Neural Networks
2026-05-26,2026,The Stability of Singular Distribution,https://arxiv.org/abs/2605.26489,weak,"Stability of Singular Distribution tracks trace-normalized weight spectra and finds they stabilize well before weights, synchronizing with the transition from rapid to slow language-model loss descent. A simplified-Transformer analysis bounds post-threshold improvement by spectral-distribution variation, while GPT-2/LLaMA studies across schedules, decay, AdamW, and Muon support the pattern; Muon is a robustness case and spectral-scale interpretation, not the proposed method, and the theorem relies on nondegeneracy, bounded-gradient, smoothness, and margin assumptions.",The Stability of Singular Distribution: A Spectral Perspective on the Two-Phase Dynamics of Language Model Pre-training
2026-05-26,2026,Extra-Merge,https://arxiv.org/abs/2605.26484,weak,"Extra-Merge observes that late-stage averaged checkpoints, unlike noisy raw iterates, lie on a nearly one-dimensional manifold explaining over 94% of variance; it estimates that tangent and extrapolates without gradients, with a river-valley analysis treating averaging as a high-curvature low-pass filter. GPT-2/LLaMA tests through 1.55B and Pythia-12B downstream tasks beat averaging baselines, while Muon serves only as an optimizer-agnostic transfer check; guarantees depend on the local landscape model and saved late-stage checkpoints.",Extra-Merge: Tracing the Rank-1 Subspace of Model Merging in Language Model Pre-Training
2026-05-24,2026,YOLO26 vs. YOLOv8 Benchmark,https://arxiv.org/abs/2605.24831,weak,"This independent five-scale benchmark finds YOLO26’s NMS-free, DFL-free design more accurate and compact than YOLOv8 on Pascal VOC, but only marginally better on small-object-heavy VisDrone and consistently slower on the tested GPU, with YOLO26-s at 8.38 ms versus 6.92 ms. Muon is an inherited YOLO26 component through MuSGD/CSP-Muon, not separately controlled, so results cannot isolate optimizer effects; dataset conversion, one hardware setup, and severe small-object failure constrain the deployment claims.",YOLO26 vs. YOLOv8: A Comprehensive Architectural Benchmark of Next-Generation Real-Time Object Detection Models
2026-05-23,2026,Momentum Streams for Optimizer-Inspired Transformers,https://arxiv.org/abs/2605.24425,weak,"Treating depth as optimization, this work replaces the Transformer residual recurrence with optimizer templates; triple-momentum TMMFormer beats vanilla, Nesterov, Adam-, Muon-, and SOAP-inspired variants on TinyStories and OpenWebText, with ablations and a local Jacobian model attributing gains to momentum rather than preconditioning. Muon appears both as the default matrix-parameter trainer and as MuonFormer’s architectural template, but optimizer swaps preserve TMMFormer’s advantage and MuonFormer adds runtime without gains; evidence is limited to small pretraining and local theory.",Momentum Streams for Optimizer-Inspired Transformers
2026-05-20,2026,"Same Architecture, Different Capacity",https://arxiv.org/abs/2605.21803,weak,"Holding GPT-2 architecture and data fixed, the study finds optimizer-dependent FFN spectral-capacity laws: at 160M parameters, hard-rank scaling rises from β=0.29 under AdamW to 0.82 under Muon, while NorMuon and full-rank Dion are similar; learning-rate and extended-training controls do not erase the gap, and 350M replicates it. Muon is a principal comparison revealing representation geometry, not a new component; conclusions rest on two small scales, fitted spectral proxies, and no causal link to downstream capability.","Same Architecture, Different Capacity: Optimizer-Induced Spectral Scaling Laws"
2026-05-18,2026,Scale-Invariant Neural Network Optimization,https://arxiv.org/abs/2605.18528,weak,"In spectral-norm geometry with p-th-moment heavy-tailed noise, the paper proves a dimension-dependent lower bound and a matching batched-Scion rate O(min{m,n}ε⁻⁽³ᵖ⁻²⁾ᐟ⁽ᵖ⁻¹⁾); gradient transport under Hessian Lipschitzness improves the ε exponent. Muon is a spectral-LMO, scale-invariant special case and experimental baseline, while transported NorMuon modestly improves nanochat loss through 1.39B and some CNN metrics; the theory studies idealized polar updates, transport needs stronger smoothness, and the largest language model has one seed.",Scale-Invariant Neural Network Optimization: Norm Geometry and Heavy-Tailed Noise
2026-05-09,2026,Navigating LLM Valley,https://arxiv.org/abs/2605.09176,weak,"This survey organizes LLM optimizers into adaptive, memory-efficient, curvature-aware, sign-based, low-rank, and matrix-based families, emphasizing that no method is universally best. Muon is only a matrix-based case study, not a new contribution; the paper argues that optimizer claims require scale-aware comparisons of validation loss, token and wall-clock efficiency, memory, stability, tuning fairness, and implementation complexity.",Navigating LLM Valley: From AdamW to Memory-Efficient and Matrix-Based Optimizers
2026-05-08,2026,SAGE,https://arxiv.org/abs/2605.07914,weak,"SAGE derives an excess-risk decomposition for multi-distribution learning with independent curvature and gradient-alignment terms, then targets them using layerwise polar-factor perturbations and disagreement-scaled descent noise. It reaches 78.9% average accuracy on DomainBed and generally improves base multi-task solvers, while Muon is merely a neighboring polar-orthogonalization baseline; SAGE adds per-distribution gradients and Newton-Schulz overhead, and its theory-to-mechanism link remains motivational.",Flatness and Gradient Alignment Are Both Necessary: Spectral-Aware Gradient-Aligned Exploration for Multi-Distribution Learning
2026-05-07,2026,Optimizer-Model Consistency,https://arxiv.org/abs/2605.06654,weak,"The paper identifies optimizer-model consistency: full fine-tuning with the same optimizer family used in pretraining gives a better learning-versus-forgetting Pareto frontier than mismatched optimizers or LoRA. Muon is a case study rather than a proposed method: despite strong GPT-2 pretraining, its rote-memorization bias hurts low-data reasoning fine-tuning; most controlled evidence is small-scale, with only AdamW consistency tested on Llama-2-7B.",Optimizer-Model Consistency: Full Finetuning with the Same Optimizer as Pretraining Forgets Less
2026-04-26,2026,DeepSeek-V4,https://arxiv.org/abs/2606.19348,weak,"DeepSeek-V4 is a model-and-systems report introducing 1.6T/49B-active and 284B/13B-active MoE models with hybrid compressed attention, manifold-constrained hyper-connections, and native million-token context; at that length, V4-Pro uses 27% of DeepSeek-V3.2's single-token FLOPs and 10% of its KV cache. Muon is an existing training component, applied to most modules with a hybrid Newton-Schulz implementation, not the report's core algorithmic novelty.",DeepSeek-V4: Towards Highly Efficient Million-Token Context Intelligence
