date,year,optimizer,paper_url,code_url,summary,source_title
2026-06-15,2026,Hyperball Optimization,https://arxiv.org/abs/2606.16899,,"Hyperball optimization fixes every Transformer matrix at its initialization Frobenius radius, normalizes the base optimizer's proposed direction, and projects each step back to the sphere, directly controlling angular learning instead of relying on weight-decay equilibrium. In Qwen3-style models up to 1.2B parameters, MuonH delivered a reported 20-30% token-equivalent gain over weight-decayed Muon and substantially reduced optimal-learning-rate drift across scale; scale-absorbing normalization layers motivate its expressivity argument.",Fantastic Pretraining Optimizers and Where to Find Them II: Hyperball Optimization
2026-06-15,2026,CacheMuon,https://arxiv.org/abs/2606.16371,,"CacheMuon reuses the left preconditioner obtained from a stabilized Gram-form Newton-Schulz solve on recent momentum, applying it cheaply to the current matrix until an orthogonality residual triggers refresh. Its inexact-Muon analysis separates fresh-solver error from Lipschitz-controlled Gram staleness and gives convergence when their aggregate remains below one; GPT-2 and ResNet experiments show conservative thresholds match fresh Muon while cutting orthogonalization FLOPs, with aggressive caching exposing a clear savings-quality tradeoff.",CacheMuon: Using Temporal Preconditioning To Approximate Polar Factor
2026-06-12,2026,Free Heavy-Tailed Lunch for Muon,https://arxiv.org/abs/2606.14560,,"This paper analyzes Muon under genuinely heavy-tailed gradient noise with only a finite p-th moment, using martingale inequalities in the optimizer's native Banach geometry instead of dimension-costly Euclidean norm conversions. It proves optimal normalized steepest-descent rates for uniformly smooth duals and matching lower bounds, with improved dimension dependence for nuclear-norm Muon; Pythia-70M measurements find native noise ratios milder than worst case and gains from Schatten geometry up to an intermediate order before plateauing.",Free Heavy-Tailed Lunch for Muon: A Theoretical Justification of Empirical Success
2026-06-11,2026,Muon^p,https://arxiv.org/abs/2606.13867,https://github.com/princeton-pli/muon-p,"Muon^p interpolates between Muon and gradient descent by replacing each singular value with its fractional power and identifies the update as steepest descent under a corresponding Schatten norm. After proving fixed univariate polynomial iterations cannot realize noninteger powers, it derives SVD-free odd bivariate matrix recurrences; Llama 1B and 3B fine-tuning experiments outperform Muon on math and code tasks at competitive runtime, while mixed pretraining results suggest the best power is regime dependent.",Muon$^p$: Muon with Fractional Spectral Powers
2026-06-11,2026,LoRA-Muon,https://arxiv.org/abs/2606.12921,,"LoRA-Muon solves a spectral linear minimization problem on the tangent space of the fixed-rank matrix manifold rather than optimizing LoRA factors independently, using Gram-whitened factor gradients and matrix-sign updates with a split trust region. The induced composed-matrix update is invariant to arbitrary invertible LoRA reparameterizations; compute-matched six-seed TinyShakespeare tests show rank-2 behavior near dense training and lower mean validation loss at rank 32, but evidence remains deliberately small-scale.",LoRA-Muon: Spectral Steepest Descent on the Low-Rank Manifold
2026-06-09,2026,FOGO,https://arxiv.org/abs/2606.10406,,"FOGO treats minibatch and continual-learning forgetting as gradient interference, then fuses slow and fast orthogonalized momentum streams, compresses conflicts with a random projection and spherical centroid memory, and lifts corrections through a proximal solve without retaining raw examples. Across imbalanced and continual vision, LLaVA-7B continual VQA, and 49.2B-token GPT-2 training it improved retention; language pretraining converged faster early but reached a similar final loss, clarifying that its main advantage is forgetting control.",FOGO: Forgetting-aware Orthogonalization Optimizer
2026-06-08,2026,Muon Robust Transfer,https://arxiv.org/abs/2606.09658,,"Rather than explaining Muon only through faster optimization, this work links its orthogonalized updates to representation quality: layerwise probes show larger logit margins, while hidden-state spectra have higher effective rank. Matched-budget ImageNet and FineWeb pretraining finds better corruption robustness and downstream transfer than Adam or SGD, and a stylized multi-component classifier proves Muon’s spectral normalization yields both larger margins and effective rank at matched loss.",Muon Learns More Robust and Transferable Features than Adam
2026-06-07,2026,OptMuon,https://arxiv.org/abs/2606.08783,,"OptMuon couples Muon’s polar-factor momentum direction with a lagged, running-maximum-corrected AdaGrad-Norm coefficient, making step magnitude a closed-loop function of observed gradient and momentum energy rather than smoothness or noise constants. Its two variants prove noise-adaptive stationarity rates under average and individual smoothness and automatically recover a nearly optimal deterministic first-order rate when gradient noise vanishes, without hyperparameter retuning.",OptMuon: Closed-Loop Orthogonalized Momentum Methods for Stochastic Optimization with Zero-Noise Optimality
2026-06-07,2026,Muon Spectral Dynamics,https://arxiv.org/abs/2606.08388,,"This paper characterizes Muon as a flat-update-spectrum method rather than simple normalization or a nuclear-norm low-rank bias. Under projected polar flow it derives exact singular-value dynamics, an entropy-maximizing one-step result, a geometry-dependent flattening criterion, and polar-map noise sensitivity; matrix-sensing ablations separate these effects from norm-matched gradient descent, while NanoGPT and ViT controls reveal rank preservation and a regime-dependent performance reversal.",The Spectral Dynamics and Noise Geometry of Muon
2026-06-03,2026,Why Muon Outperforms Adam: A Curvature Perspective,https://arxiv.org/abs/2606.04662,,"Using second-order Taylor diagnostics at matched validation loss, the paper finds Muon and Adam obtain similar first-order gains and update norms, but Muon pays a much smaller Hessian penalty because its normalized directional sharpness is lower, with an average Adam-to-Muon ratio of 1.76. Zipf-PCFG experiments show imbalance widens this gap, layer decomposition locates it mainly within layers late in training, and heterogeneous quadratic models prove the balancing mechanism.",Why Muon Outperforms Adam: A Curvature Perspective
2026-06-02,2026,Spectral Scaling Laws of Muon,https://arxiv.org/abs/2606.04058,,"The paper tracks Muon momentum-buffer singular-value quantiles across GPT-2 models from 77M to 2.8B parameters and finds post-burn-in stabilization values obey layer-specific power laws. Rank-truncation ablations show roughly half the spectral directions must be orthogonalized for full-Muon quality; extrapolation predicts standard five-step Newton-Schulz remains sufficient through mid-late layers, whereas final projections with exponents as steep as -0.96 require a more accurate, layer-aware configuration at frontier scale.",Spectral Scaling Laws of Muon
2026-06-02,2026,"Denoise First, Orthogonalize Later",https://arxiv.org/abs/2606.03899,https://github.com/yinleung/Denoise-Ortho,"The work explains Muon’s ordering—momentum before polar orthogonalization—as spectral denoising: under a coherent signal plus bounded-variance orthogonal perturbation, momentum suppresses tail singular values, widens the signal-to-noise gap, and stabilizes singular subspaces. It proves pre-polar updates align better with signal than post-polar or no-momentum alternatives, and synthetic, CIFAR-10, NanoGPT probes plus 350M LLaMA training confirm the predicted ordering and loss advantage.","Denoise First, Orthogonalize Later: Understanding Momentum in Muon via Spectral Filtering"
2026-06-01,2026,A Note on Stability for Orthogonalized Matrix Momentum,https://arxiv.org/abs/2606.01720,,"This stability analysis extends Muon generalization theory to partially participating federated clients with heterogeneous sample sizes and fixed aggregation weights. A coupled-neighbor recursion retains each client’s exposure amplification and yields conditional high-probability risk-gap bounds; regularized polar and finite-step Newton-Schulz maps satisfy the needed Lipschitz condition, while exact matrix sign requires a shared spectral gap or Gaussian smoothing, a necessity backed by a scalar counterexample.",A Note on Stability for Orthogonalized Matrix Momentum with Client Sampling
2026-05-29,2026,How Much Orthogonalization Does Muon Need?,https://arxiv.org/abs/2606.00371,,"To cut Muon’s orthogonalization cost, the paper derives a five-step cubic Newton-Schulz schedule targeting a BF16 singular-value band of [0.7, 1.3], using 10 dominant matrix multiplications versus 15 for five quintic steps. GPT-2 Small places cubic5, Polar Express, Muon-Jordan, and exact FP32 SVD within 0.003 validation loss, while 1B–4B hybrid MoE/Mamba runs keep cubic5 within about 0.001 of Muon-Jordan, showing training quality is not monotonic in polar accuracy.",How Much Orthogonalization Does Muon Need?
2026-05-29,2026,Softsign / SoftMuon,https://arxiv.org/abs/2605.31371,,"SoftMuon relaxes Muon’s hard spectral sign with a smooth algebraic soft-sign map and a quantile-driven temperature that gradually shifts small singular directions from full-magnitude Muon steps to magnitude-sensitive updates. The Fenchel-regularized framework supplies stochastic nonconvex convergence guarantees; across character modeling, GraphLand, and 130M–720M language-model pretraining, SoftMuon improves the hard baseline, reaching 16.216 versus Muon’s 16.362 perplexity at 720M.",Softsign: Smooth Sign in Your Optimizer For Better Parameter Heterogeneity Handling
2026-05-29,2026,Quadratic Muon Analysis,https://openreview.net/forum?id=TVTwgZp0qe,,"Using exact line search on matrix quadratics, this paper isolates PolarGD’s direction geometry and identifies a gain–curvature tradeoff: its exact one-step regime is row-isotropic rather than conditioned by Hessian isotropy, and unlike SignGD it is equivariant to orthogonal basis changes, as Zipf-regression rotations demonstrate. Beyond one step, PolarGD implicitly whitens iterate covariance; active-subspace analysis handles rank deficiency, while finite Newton–Schulz acts as a bounded filter that suppresses unstable tiny-singular-value amplification.","A Quadratic Lens on Muon: Orthogonalization, Invariance, and Implicit Preconditioning"
2026-05-29,2026,Muon Hessian Adaptation,https://openreview.net/forum?id=U812abpXRD,,"Writing Muon’s implicit metric as (VVᵀ)¹ᐟ² ⊗ I, the paper connects orthogonalization to neural Hessians’ row-block diagonal dominance. Closed-form Gaussian-initialization calculations for symmetric matrix factorization, deep linear networks, and two-layer ReLU networks show E[GGᵀ] becomes diagonally dominant with width, so orthogonalization asymptotically reduces to rowwise L2 normalization and aligns its preconditioner with the network’s curvature structure.",How Does Orthogonalization Adapt to the Neural-Network Hessian Structure? A Gradient Self Outer-Product Analysis at Initialization
2026-05-29,2026,Practical Muon Feature Learning,https://openreview.net/forum?id=ufLJLAUCO6,,"In the finite-width projected two-layer student–teacher model, this work replaces projected SGD’s rank-one feature update with practical NS5 Muon and a tractable partial-polar population proxy. The proxy removes the small projected-gradient-norm bottleneck and predicts late-time acceleration; fixed-compute sweeps show positive width-scaling exponents for Muon versus negative ones for SGD on hard source-condition tasks, with readout-Hessian spectra indicating stronger low-rank feature alignment.",Practical Muon Accelerates Projected Feature Learning in Scaling-Law Models
2026-05-29,2026,Muon Skill Dynamics,https://openreview.net/forum?id=WUsrhWHhU3,,"Connecting Muon to neural scaling laws, the paper uses multi-task sparse parity to show spectral updates acquire rare and common skills more concurrently than Adam or normalized momentum descent, quantified by a new Skill Acquisition Lag metric and shorter coverage times. In a linear-attention in-context regression model, Muon decouples covariance eigenmodes and converges uniformly despite task- and input-frequency imbalance, explaining how parallel acquisition can improve scaling exponents.",On How Muon Reshapes Skill Learning Dynamics
2026-05-29,2026,Muon Training Energy,https://openreview.net/forum?id=Nu8P86ml5b,,"Treating optimizers as feedback controllers, the paper defines total training energy—the cumulative squared back-propagated signal—and proves that, on Kronecker-quadratic losses, it is a closed-loop H2 norm decomposing over Hessian modes. Convexity shows uniform contraction rates minimize this energy, linking Muon’s polar equalization to the optimum; MNIST MLPs find Muon has the lowest per-mode-energy Gini throughout and the lowest cumulative energy in two of three depths, mainly through low-curvature modes.",Spectral Equalization Minimizes Total Training Energy: A Control-Theoretic Account of Muon's Advantage
2026-05-29,2026,Signal Frequency Imbalance,https://openreview.net/forum?id=90AnFSLGXd,,"Rather than attributing optimizer difficulty solely to curvature, this paper models signal-frequency imbalance as correlations between parameter directions and data subsets, producing effective low-rank gradient clusters. Language-model inner-layer measurements find semantically coherent clusters, while a simplified analysis shows minibatch averaging suppresses rare directions and creates ill-conditioning only at large batch sizes; the resulting regime dependence explains why Adam and Muon outperform SGD, and why Muon can surpass Adam in inner layers.",Signal Frequency Imbalance and Ill-Conditioning
2026-05-26,2026,Entry-Wise Clipping for Muon,https://arxiv.org/abs/2605.27733,,"Motivated by localized, entry-wise heavy-tailed gradient noise, the paper derives Bayes-inspired smooth shrinkage as a cheap spectral-control surrogate and applies it after Adam updates or before Muon orthogonalization. A localization metric and Cauchy-contamination analysis give standard fourth-order stationarity complexity; on 276M Modded-NanoGPT, shrinkage saves 7.6% of Adam’s tokens and 1.9% beyond Muon while restoring spike-corrupted spectral subspaces.",Can Entry-Wise Clipping Give Spectral Control of Stochastic Gradients?
2026-05-26,2026,Spectral Descent (SD/TSD),https://arxiv.org/abs/2605.26977,,"Spectral Descent and its rank-truncated variant receive the first global linear convergence guarantees for convex, Lipschitz, sharp but nonsmooth objectives, with TSD interpreted as Ky Fan-norm steepest descent and able to reduce SVD cost. Adding decoupled weight decay turns the method into a conditional-subgradient Frank-Wolfe update with sublinear convergence; ReLU-network, linear-program, matrix-classification, and robust LAD low-rank-recovery experiments support the predicted acceleration and mixed-noise robustness.",Convergence of Spectral Descent for Non-smooth Optimization
2026-05-26,2026,Muon Adversarial Training,https://arxiv.org/abs/2605.26929,,"The paper adapts Muon to multi-norm adversarial training and proves its polar update imposes an operator-norm ceiling plus a nuclear-norm descent guarantee, limiting abrupt spectral growth without claiming small final weight norms. Across five CNN and ViT architectures and three threat norms, Muon strongly outperforms unstable AdamW and often matches SGD on CIFAR-10, but SGD remains better in the ImageNet pilot and SAM is usually stronger at extra backpropagation cost.",When Muon Optimizer Meets Adversarial Training: A Theoretical and Empirical Study
2026-05-26,2026,MONA,https://arxiv.org/abs/2605.26842,,"MONA inserts an exponential moving average of consecutive gradient differences before Muon’s momentum and Newton-Schulz stages, using this Hessian proxy to bias orthogonalized updates away from sharp directions while retaining spectral normalization. It proves nonconvex stationarity and sharp-minimum selectivity; 1B, 6B, and 68B MoE pretraining shows lower validation loss, with the 68B model improving average general capability from Muon’s 0.4478 to 0.4557, while MONA-Lite cuts added memory about 75%.",MONA: Muon Optimizer with Nesterov Acceleration for Scalable Language Model Training
2026-05-26,2026,MuCon,https://arxiv.org/abs/2605.26459,,"MuCon replaces Muon’s polar factor with the Frobenius projection onto a spectral-norm ball, clipping only singular values above a threshold and therefore preserving moderate update geometry. Rather than presenting training results, the report derives exact low-rank-correction, polar/absolute-value, and rational-Newton formulations: it recommends partial SVD or Lanczos when few values violate the threshold and shows global matrix-function filters become ill-conditioned near the boundary unless their solves are explicitly regularized.",MuCon: Clipped Muon Updates for LLM Training
2026-05-25,2026,EMA-Nesterov,https://arxiv.org/abs/2605.25395,,"EMA-Nesterov replaces Nesterov’s noisy one-step displacement lookahead with an exponential moving average of realized parameter updates, providing a low-pass trajectory estimate that wraps arbitrary base optimizers while retaining accelerated convex rates. Across NanoGPT/Llama pretraining with Adam, SOAP, Muon, and NorMuon, it consistently improves optimization; with tuned Muon it reaches validation loss 3.28 in roughly 6% fewer steps and remains effective across model and token scales.",EMA-Nesterov: Stabilizing Nesterov's Lookahead for Accelerated Deep Learning Optimization
2026-05-23,2026,Muon in Vision Transformers,https://arxiv.org/abs/2605.24770,,"This study shows that Muon’s advantage in Vision Transformers depends strongly on the training recipe rather than optimizer choice alone: augmentation, Mixup/CutMix, and label smoothing prevent late gradient-mode collapse, while Muon redistributes spectral energy more broadly than AdamW. Across ImageNet-100, Pl@ntNet-300K, segmentation, and masked-autoencoder pretraining, matched-recipe Muon consistently wins, including 37.7% versus 16.3% macro top-1 on Pl@ntNet under the full recipe.",Muon in Vision Transformers: Optimizer-Recipe Interactions and Gradient Spectra
2026-05-22,2026,Regularized Muon Flow,https://arxiv.org/abs/2605.23871,,"Rather than treating Muon orthogonalization as an ad hoc matrix operation, this paper derives a smooth regularized polar map as the gradient of a Fenchel-dual smoothing of the nuclear norm, yielding a mirror/proximal momentum interpretation. Its finite-particle and mean-field Hamiltonian formulations establish well-posedness, propagation of chaos, exact energy dissipation, and exponential objective convergence under stated geometry assumptions, then extend the construction to product-matrix features relevant to transformer mixtures of experts.",Move on Muon : A Hamiltonian probability gradient flow perspective of Muon optimizer
2026-05-21,2026,AMUSE,https://arxiv.org/abs/2605.22432,https://github.com/kjeiun/amuse,"AMUSE combines Muon’s bulk-oriented orthogonalized updates with Schedule-Free averaging, but replaces the latter’s fixed interpolation with a horizon-independent coefficient that moves gradient evaluation from the fast iterate toward the stable averaged iterate after warmup. River-valley measurements show this suppresses high-curvature wall oscillations without sacrificing early progress; on vision, segmentation, and FineWeb LLM pretraining it dominates AdamW, Muon, and schedule-free baselines, reaching Muon’s final 720M-model result in 1.51× fewer steps.",AMUSE: Anytime Muon with Stable Gradient Evaluation
2026-05-21,2026,Layerwise Learning Rates (LLR),https://arxiv.org/abs/2605.22297,,"Layerwise Learning Rate turns Heavy-Tailed Self-Regularization from a diagnostic into a controller: it periodically fits each layer’s weight-correlation spectrum and assigns larger steps to weakly heavy-tailed layers and smaller steps to strongly self-regularized ones, then freezes the ratios after an early calibration window. On 60M–3B LLaMA/GPT models with AdamW or Muon, it accelerates training by up to 1.5×, transfers across base rates, and improves 1B/3B zero-shot averages by about two points.",One LR Doesn't Fit All: Heavy-Tail Guided Layerwise Learning Rates for LLMs
2026-05-19,2026,LionMuon,https://arxiv.org/abs/2605.19811,https://github.com/brain-lab-research/lion-muon,"LionMuon alternates an expensive Muon spectral step with several cheap Lion sign steps while sharing one dual-EMA buffer, preserving Lion/Muon memory and halving AdamW’s optimizer state. A heavy-tailed-noise analysis connects the alternation period to averaged smoothness, noise, and compute, and FineWeb, SlimPajama, and WikiText-103 experiments on 124M–720M GPT/Llama models show the default two-step cycle Pareto-dominates Muon, Lion, Signum, and AdamW in loss versus FLOPs.",LionMuon: Alternating Spectral and Sign Descent for Efficient Training
2026-05-19,2026,Schatten-p Adaptive Optimization,https://arxiv.org/abs/2605.19781,,"SMuon generalizes SGD and Muon through Schatten-p geometry, estimating a layerwise proxy-optimal p from activations, gradients, and momentum via a one-step random-feature regression; adding second moments likewise interpolates toward Adam. A Taylor–Horner fractional-polar approximation keeps overhead near 3%, while NanoGPT, ImageNette, and Qwen LoRA experiments show SMuon matches or beats the best fixed optimizer, notably improving Muon’s NanoGPT validation loss from 3.376 to 3.366 across six seeds.",From SGD to Muon: Adaptive Optimization via Schatten-p Norms
2026-05-19,2026,MiMuon,https://arxiv.org/abs/2605.19619,,"MiMuon addresses a stability weakness of always orthogonalizing momentum: when the momentum matrix has a small singular-value gap, the polar map can make Muon’s generalization bound deteriorate. It gates between Muon and raw-momentum descent using a practical Frobenius-norm proxy, proving gap-independent O(1/N) generalization with the same O(T^-1/4) convergence rate, and improves Qwen3-0.6B WikiText validation loss to 3.684 and YOLO26m Pascal-VOC fitness to 0.461 over both constituent optimizers.",MiMuon: Mixed Muon Optimizer with Improved Generalization for Large Models
2026-05-19,2026,High-Pass Pion,https://arxiv.org/abs/2605.19282,https://github.com/OPTML-Group/Pion,"This paper identifies why Muon can fail after pretraining: uniform spectral whitening amplifies noisy tail modes in low-SNR RLVR and destroys useful low-rank action structure in vision-language-action models, while global matrix treatment ignores head specialization. Pion replaces whitening with a same-cost Promotion-and-Suppression Newton–Schulz polynomial, optionally per head, that flattens leading modes and suppresses tails; it improves LIBERO and real-robot success, while Muon collapses to zero reward on Qwen3 RLVR tasks that Pion solves.",Rethinking Muon Beyond Pretraining: Spectral Failures and High-Pass Remedies for VLA and RLVR
2026-05-18,2026,Distance-Aware Muon,https://arxiv.org/abs/2605.18999,,"Distance-Aware Muon separates Muon’s matrix direction from its fixed scalar radius and derives three adaptive scales: a trajectory radius, a smoothness-certificate radius, and a trust-region/one-dimensional majorization rule. The variants obtain nonconvex, star-convex, and distance-dependent rates without fixed domains, while DF-Muon improves GPT-124M WikiText-103 loss from 3.7166 to 3.6714 and ViT-Tiny CIFAR-100 top-1 from 67.69% to 67.93% over tuned fixed-radius Muon at about 5% extra runtime.",Distance-Aware Muon: Adaptive Step Scaling for Normalized Optimization
